year,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FED,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,cpi
1968-01-01,15.16025923145394,11.550673700155384,11.550673700155384,11.550673700155384,11.911632253285237,9.023963828246393,10.106839487635957,11.550673700155384,9.023963828246393,11.550673700155384,11.550673700155384,11.550673700155384,9.023963828246393,11.550673700155384,8.30204672198668,11.550673700155384,8.30204672198668,11.550673700155384,5.4143782969478345,11.550673700155384,11.550673700155384,8.30204672198668,10.106839487635957,9.023963828246393,8.30204672198668,11.550673700155384,11.550673700155384,11.550673700155384,7.2191710625971135,9.023963828246393,7.2191710625971135,10.106839487635957,10.106839487635957,10.106839487635957,9.023963828246393,11.550673700155384,9.023963828246393,7.2191710625971135,9.023963828246393,8.30204672198668,10.106839487635957,11.550673700155384,11.550673700155384,11.550673700155384,11.550673700155384,8.30204672198668,11.550673700155384,10.106839487635957,11.550673700155384,9.023963828246393,7.2191710625971135,8.663005275116536,14.6754592849177
1969-01-01,14.375039080438203,10.952410727952916,10.952410727952916,10.952410727952916,11.294673563201442,8.556570881213215,9.583359386958799,10.952410727952916,8.556570881213215,10.952410727952916,10.952410727952916,10.952410727952916,8.556570881213215,10.952410727952916,7.872045210716157,10.952410727952916,7.872045210716157,10.952410727952916,5.133942528727928,10.952410727952916,10.952410727952916,7.872045210716157,9.583359386958799,8.556570881213215,7.872045210716157,10.952410727952916,10.952410727952916,10.952410727952916,6.845256704970572,8.556570881213215,6.845256704970572,9.583359386958799,9.583359386958799,9.583359386958799,8.556570881213215,10.952410727952916,8.556570881213215,6.845256704970572,8.556570881213215,7.872045210716157,9.583359386958799,10.952410727952916,10.952410727952916,10.952410727952916,10.952410727952916,7.872045210716157,10.952410727952916,9.583359386958799,10.952410727952916,8.556570881213215,6.845256704970572,8.214308045964685,15.4770895477258
1970-01-01,13.582082428007949,10.348253278482249,7.1144241289565455,10.348253278482249,10.671636193434816,8.084572873814256,10.348253278482249,10.348253278482249,8.084572873814256,10.348253278482249,10.348253278482249,10.348253278482249,10.348253278482249,10.348253278482249,8.084572873814256,10.348253278482249,8.084572873814256,10.348253278482249,4.850743724288552,10.348253278482249,10.348253278482249,8.407955788766825,10.348253278482249,8.084572873814256,7.437807043909114,10.348253278482249,10.348253278482249,10.348253278482249,8.084572873814256,9.378104533624535,6.467658299051404,10.348253278482249,9.701487448577105,10.348253278482249,8.407955788766825,10.348253278482249,8.084572873814256,6.467658299051404,8.084572873814256,8.407955788766825,10.348253278482249,10.348253278482249,6.467658299051404,10.348253278482249,10.348253278482249,7.437807043909114,10.348253278482249,10.348253278482249,10.348253278482249,8.407955788766825,6.467658299051404,8.407955788766825,16.3806815544876
1971-01-01,13.023033964208475,9.922311591777886,6.821589219347296,9.922311591777886,10.232383829020943,7.751805931076473,9.922311591777886,9.922311591777886,7.751805931076473,9.922311591777886,9.922311591777886,9.922311591777886,9.922311591777886,9.922311591777886,7.751805931076473,9.922311591777886,7.751805931076473,9.922311591777886,4.651083558645883,9.922311591777886,9.922311591777886,8.06187816831953,9.922311591777886,7.751805931076473,7.131661456590354,9.922311591777886,9.922311591777886,9.922311591777886,7.751805931076473,8.992094880048707,6.2014447448611785,9.922311591777886,9.302167117291766,9.922311591777886,8.06187816831953,9.922311591777886,7.751805931076473,6.2014447448611785,7.751805931076473,8.06187816831953,9.922311591777886,9.922311591777886,6.2014447448611785,9.922311591777886,9.922311591777886,7.131661456590354,9.922311591777886,9.922311591777886,9.922311591777886,8.06187816831953,6.2014447448611785,8.06187816831953,17.0838659955474
1972-01-01,12.61038701317033,9.607913914796443,7.20593543609733,9.607913914796443,9.90816122463383,7.50618274593472,11.109150463983385,9.607913914796443,9.607913914796443,9.607913914796443,9.607913914796443,7.50618274593472,9.607913914796443,9.607913914796443,8.406924675446884,8.406924675446884,7.50618274593472,9.607913914796443,4.503709647560831,9.607913914796443,10.508655844308606,9.607913914796443,10.808903154145996,9.607913914796443,9.607913914796443,9.607913914796443,9.607913914796443,9.607913914796443,8.707171985284274,8.707171985284274,6.004946196747776,9.607913914796443,9.007419295121663,9.607913914796443,9.607913914796443,11.109150463983385,7.50618274593472,8.406924675446884,7.50618274593472,9.607913914796443,9.607913914796443,9.607913914796443,6.004946196747776,9.607913914796443,8.406924675446884,8.106677365609498,9.607913914796443,9.607913914796443,9.607913914796443,8.707171985284274,7.20593543609733,9.007419295121663,17.64289762619
1973-01-01,11.876674555572247,9.048894899483619,6.786671174612712,9.048894899483619,9.331672865092479,7.069449140221576,10.462784727527932,9.048894899483619,9.048894899483619,9.048894899483619,9.048894899483619,7.069449140221576,9.048894899483619,9.048894899483619,7.917783037048164,7.917783037048164,7.069449140221576,9.048894899483619,4.241669484132945,9.048894899483619,9.897228796310205,9.048894899483619,10.18000676191907,9.048894899483619,9.048894899483619,9.048894899483619,9.048894899483619,9.048894899483619,8.200561002657027,8.200561002657027,5.655559312177261,9.048894899483619,8.48333896826589,9.048894899483619,9.048894899483619,10.462784727527932,7.069449140221576,7.917783037048164,7.069449140221576,9.048894899483619,9.048894899483619,9.048894899483619,5.655559312177261,9.048894899483619,7.917783037048164,7.635005071439303,9.048894899483619,9.048894899483619,9.048894899483619,8.200561002657027,6.786671174612712,8.48333896826589,18.7328335098326
1974-01-01,10.694426572940477,8.148134531764175,6.111100898823129,8.148134531764175,8.402763735881802,6.36573010294076,9.421280552352325,8.148134531764175,8.148134531764175,8.148134531764175,8.148134531764175,6.36573010294076,8.148134531764175,8.148134531764175,7.129617715293651,7.129617715293651,6.36573010294076,8.148134531764175,3.8194380617644557,8.148134531764175,8.912022144117064,8.148134531764175,9.166651348234694,8.148134531764175,8.148134531764175,8.148134531764175,8.148134531764175,8.148134531764175,7.384246919411281,7.384246919411281,5.092584082352608,8.148134531764175,7.638876123528911,8.148134531764175,8.148134531764175,9.421280552352325,6.36573010294076,7.129617715293651,6.36573010294076,8.148134531764175,8.148134531764175,8.148134531764175,5.092584082352608,8.148134531764175,7.129617715293651,6.874988511176022,8.148134531764175,8.148134531764175,8.148134531764175,7.384246919411281,6.111100898823129,7.638876123528911,20.8037116887537
1975-01-01,9.798532367929521,7.465548470803445,5.599161353102583,7.465548470803445,7.698846860516051,5.832459742815192,8.632040419366483,7.465548470803445,7.465548470803445,7.465548470803445,7.465548470803445,5.832459742815192,7.465548470803445,7.465548470803445,6.532354911953012,6.532354911953012,5.832459742815192,7.465548470803445,3.499475845689114,7.465548470803445,8.165443639941268,7.465548470803445,8.398742029653876,7.465548470803445,7.465548470803445,7.465548470803445,7.465548470803445,7.465548470803445,6.765653301665622,6.765653301665622,4.665967794252153,7.465548470803445,6.998951691378228,7.465548470803445,7.465548470803445,8.632040419366483,5.832459742815192,6.532354911953012,5.832459742815192,7.465548470803445,7.465548470803445,7.465548470803445,4.665967794252153,7.465548470803445,6.532354911953012,6.299056522240407,7.465548470803445,7.465548470803445,7.465548470803445,6.765653301665622,5.599161353102583,6.998951691378228,22.7058256018204
1976-01-01,12.35494157896985,10.148702011296663,8.383710357158114,10.148702011296663,8.824958270692752,5.51559891918297,10.192826802650128,10.148702011296663,8.824958270692752,10.148702011296663,10.148702011296663,5.51559891918297,10.5899499248313,10.148702011296663,7.0599666165542025,9.26620618422739,5.51559891918297,10.148702011296663,7.0599666165542025,10.148702011296663,9.26620618422739,10.148702011296663,10.148702011296663,9.707454097762028,7.9424624436234765,10.148702011296663,10.148702011296663,7.9424624436234765,8.824958270692752,10.148702011296663,7.0599666165542025,10.148702011296663,9.707454097762028,8.824958270692752,10.148702011296663,10.148702011296663,7.0599666165542025,7.9424624436234765,10.148702011296663,9.707454097762028,10.148702011296663,10.148702011296663,8.824958270692752,10.148702011296663,6.177470789484925,7.501214530088839,8.824958270692752,10.148702011296663,10.148702011296663,9.26620618422739,8.824958270692752,7.0599666165542025,24.0102327399863
1977-01-01,11.600700679607476,9.529146986820427,7.871904032590788,9.529146986820427,8.286214771148197,5.178884231967624,9.57057806067617,9.529146986820427,8.286214771148197,9.529146986820427,9.529146986820427,5.178884231967624,9.943457725377836,9.529146986820427,6.628971816918559,8.700525509705608,5.178884231967624,9.529146986820427,6.628971816918559,9.529146986820427,8.700525509705608,9.529146986820427,9.529146986820427,9.114836248263018,7.457593294033378,9.529146986820427,9.529146986820427,7.457593294033378,8.286214771148197,9.529146986820427,6.628971816918559,9.529146986820427,9.114836248263018,8.286214771148197,9.529146986820427,9.529146986820427,6.628971816918559,7.457593294033378,9.529146986820427,9.114836248263018,9.529146986820427,9.529146986820427,8.286214771148197,9.529146986820427,5.800350339803738,7.043282555475968,8.286214771148197,9.529146986820427,9.529146986820427,8.700525509705608,8.286214771148197,6.628971816918559,25.571302199139
