,year,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,United States not seasonally adjusted
30,2005-01-01,143.0075,121.2225,125.23666666666666,177.25666666666663,203.56583333333336,120.04666666666668,157.70583333333337,222.0575,163.475,200.27916666666667,121.54833333333332,199.47083333333333,118.15666666666664,138.9525,138.37416666666664,111.67916666666667,119.08666666666667,118.96166666666667,127.38583333333334,155.41166666666666,193.96833333333333,159.07333333333338,114.375,142.10416666666666,128.44083333333333,119.18833333333336,143.305,119.17583333333334,130.90166666666667,117.24416666666666,157.85416666666666,177.79499999999996,137.24833333333336,198.5641666666667,160.22666666666666,114.46583333333332,120.52166666666665,148.7516666666667,147.76666666666668,191.4333333333333,122.85333333333335,123.45583333333332,121.29333333333336,118.09166666666664,120.90000000000002,177.67166666666665,157.44333333333338,147.2408333333333,131.14166666666665,125.15166666666669,144.65249999999997,155.6225
31,2006-01-01,154.71416666666667,131.26333333333332,131.5583333333333,202.60666666666668,213.8108333333333,123.46916666666668,163.08666666666667,230.51666666666665,175.2275,221.61916666666664,127.73833333333332,222.22416666666663,121.77416666666664,162.46166666666667,145.68,113.82833333333332,123.17166666666668,122.92083333333336,140.88666666666666,152.88583333333338,209.0608333333333,162.9825,111.32333333333334,144.695,133.2458333333333,129.66333333333333,159.13750000000005,127.94083333333332,139.73833333333334,119.70833333333331,159.0975,186.86583333333337,155.14416666666668,208.39916666666667,167.4125,115.06166666666668,126.80333333333334,171.92666666666665,156.82083333333333,193.15166666666664,132.77083333333331,130.055,129.97083333333333,125.02083333333331,141.76583333333338,189.3983333333333,165.79916666666668,168.46333333333334,135.26999999999998,131.87749999999997,162.3141666666667,164.85833333333338
32,2007-01-01,158.57000000000005,135.20416666666668,134.295,194.8383333333333,200.34916666666663,123.31,161.3841666666667,232.9525,176.9175,206.92,129.39166666666668,224.2358333333333,123.43833333333332,169.82416666666668,145.51000000000005,113.70416666666664,125.36666666666667,124.21083333333333,145.8225,147.09,206.4575,161.6941666666667,102.39,141.17666666666662,132.9733333333333,134.25750000000002,168.3658333333333,133.3675,145.3025,119.90583333333336,152.89166666666662,183.63083333333336,161.49749999999997,192.5716666666667,166.745,112.1725,131.24666666666667,178.06333333333336,159.46583333333334,184.5425,136.89166666666668,133.60250000000002,134.38000000000002,130.23166666666665,157.285,185.915,167.6575,177.44500000000005,135.32583333333332,134.7466666666667,175.4391666666667,162.35833333333338
33,2008-01-01,156.21666666666667,132.42583333333334,130.84416666666667,158.48749999999995,156.74666666666667,118.01833333333332,152.4383333333334,224.17833333333337,167.69916666666668,163.17166666666668,119.44083333333332,213.06916666666663,122.61083333333336,159.6075,134.99666666666667,109.97,123.71083333333333,122.97,143.3175,138.18249999999998,185.7358333333333,156.35083333333333,87.71333333333332,129.30416666666665,126.47083333333332,130.96916666666667,167.3925,131.3841666666667,148.58083333333337,117.38,142.5325,172.46583333333336,155.855,144.67749999999995,161.52833333333334,105.92000000000002,131.34083333333334,166.5225,155.90750000000003,164.69250000000005,133.90166666666667,135.5225,130.52083333333334,129.88833333333332,149.265,169.42166666666662,164.38583333333332,166.72666666666666,130.89333333333335,134.0975,176.10083333333333,145.42083333333332
34,2009-01-01,154.61916666666662,126.43166666666669,127.07416666666666,123.29166666666669,135.8733333333333,116.48666666666668,142.21583333333334,217.4625,157.25083333333333,132.67583333333337,107.05666666666669,192.80166666666668,120.90166666666669,141.88000000000005,122.2425,106.65416666666668,122.22499999999998,120.4125,140.33499999999998,132.8075,167.8875,148.93083333333337,76.825,119.12916666666666,121.08166666666666,125.67916666666667,160.19499999999996,125.2875,151.01916666666668,116.26666666666668,133.97583333333333,159.9466666666667,146.95166666666668,104.81750000000004,153.63,101.6625,130.86083333333332,148.99083333333337,150.46749999999997,150.5325,126.4575,134.29583333333338,124.88166666666666,128.43833333333333,133.37000000000003,158.9525,159.86,148.70583333333332,124.69916666666668,131.64999999999998,168.8483333333334,132.3658333333333
35,2010-01-01,154.9008333333333,120.74583333333332,124.09,112.83249999999998,136.5466666666667,114.74333333333333,138.8716666666667,222.93500000000003,150.245,124.68999999999998,99.885,191.53250000000003,120.39916666666666,126.87916666666668,116.24,106.09583333333336,120.7333333333333,119.56,139.28166666666664,132.85083333333333,161.9283333333333,145.74416666666662,75.09500000000001,116.07833333333336,117.35083333333336,121.2025,154.44333333333338,119.29333333333332,155.07999999999996,115.7475,130.98666666666665,156.04666666666662,142.03,97.09833333333334,152.26416666666668,99.64833333333333,130.80416666666667,139.5975,148.905,147.31,120.5525,134.07916666666668,122.00916666666667,128.10583333333332,126.655,157.4075,158.2075,140.44666666666663,120.78916666666667,130.715,164.285,129.30166666666665
36,2011-01-01,155.77249999999995,114.9575,122.14083333333336,103.48916666666668,128.33916666666667,111.21833333333332,133.30583333333334,228.8525,141.60416666666666,117.02166666666668,91.565,187.98333333333332,118.74583333333334,116.99833333333332,108.0925,104.38083333333331,116.98916666666666,117.01333333333334,136.73166666666665,128.85833333333332,155.42416666666662,143.42,73.47249999999998,108.6425,111.44916666666668,118.93583333333332,148.63916666666668,114.43416666666668,160.9625,114.56666666666668,125.41249999999998,148.0016666666666,134.67833333333334,87.49,148.11666666666662,95.42666666666666,128.0641666666667,129.6075,144.22,140.07250000000002,115.34083333333332,133.41833333333335,119.13833333333334,126.0675,119.47833333333335,153.38916666666668,157.56250000000003,129.0233333333333,114.73833333333332,129.13833333333335,162.49,123.12916666666663
37,2012-01-01,157.005,115.55666666666669,124.50083333333336,117.01166666666668,132.14583333333334,116.50416666666663,129.28833333333333,242.23166666666665,138.74333333333334,123.32166666666664,93.07833333333332,195.06833333333336,120.11,123.79333333333334,105.08416666666665,104.7675,118.31083333333332,117.89833333333335,137.3525,128.24249999999998,156.47916666666669,142.40916666666666,77.02916666666667,111.44,111.98333333333332,118.76416666666668,151.045,114.10833333333332,172.7725,117.17333333333336,123.84499999999998,143.0016666666666,133.68333333333334,90.58833333333332,146.3725,96.14,130.78000000000003,131.69,143.05249999999995,136.2325,115.34583333333336,135.6025,120.37666666666668,130.65916666666666,124.59666666666664,155.4325,157.0975,130.12416666666667,112.5625,131.08166666666665,164.9675,125.33000000000004
38,2013-01-01,162.85250000000005,119.11666666666666,128.0091666666667,137.65666666666667,158.03083333333333,128.04833333333335,130.695,271.1625,143.61749999999995,139.1475,104.97833333333334,212.485,124.3775,135.46166666666667,110.85083333333333,108.91500000000002,122.48333333333332,120.79583333333336,143.23166666666663,136.35416666666669,165.69666666666666,146.08916666666667,86.67083333333332,121.43333333333332,117.40333333333332,122.12833333333332,160.27916666666667,119.2575,187.52666666666667,121.925,129.26250000000002,147.085,136.40916666666666,113.77833333333336,150.05749999999995,99.80333333333333,135.28333333333333,147.28916666666666,147.065,140.98,119.45750000000002,142.95166666666668,126.65749999999998,140.64583333333334,138.16333333333336,163.77583333333334,159.23666666666668,143.80583333333334,116.58166666666666,134.8375,171.1533333333333,137.62
39,2014-01-01,167.45416666666668,122.62083333333332,129.60583333333332,147.19250000000005,175.24750000000003,138.6275,131.26,288.26666666666665,148.015,151.2725,113.9775,227.3375,128.01,143.22666666666666,116.70916666666666,112.69333333333334,127.17416666666668,124.36,146.99249999999995,143.41166666666666,169.77583333333334,149.16666666666666,94.09916666666668,127.73416666666668,121.92416666666668,124.50166666666668,168.4125,123.03333333333332,200.99750000000003,126.49833333333336,134.89416666666668,150.77333333333334,138.43333333333334,129.4741666666667,153.89666666666662,104.2625,140.0525,159.13916666666663,149.9675,146.75416666666666,124.32166666666666,148.14833333333334,132.8025,152.0608333333333,145.41750000000005,169.2175,160.18999999999997,154.2925,120.68,139.52916666666667,177.67583333333332,146.56500000000003
40,2015-01-01,172.3358333333333,126.02166666666666,132.77833333333334,156.66666666666666,187.9775,153.2591666666667,131.66833333333335,305.43666666666667,151.05499999999995,165.5658333333334,121.53666666666665,238.3925,131.92,152.03583333333333,119.85666666666668,116.86750000000002,131.84666666666666,128.74333333333334,152.28333333333333,149.37166666666667,171.91916666666668,154.04,99.53083333333332,132.76999999999998,127.21000000000002,127.33000000000004,175.14583333333337,129.16,209.84583333333333,132.3025,140.69833333333332,153.15083333333334,141.21333333333334,142.0041666666667,157.88916666666663,108.05583333333333,145.83083333333337,172.89999999999995,152.66666666666669,152.245,131.11166666666665,154.8575,139.26,163.68833333333333,154.25666666666666,172.63666666666663,163.21333333333337,168.8425,124.58333333333331,142.29250000000005,183.76166666666663,154.65666666666667
41,2016-01-01,175.46416666666667,130.42583333333332,136.4391666666667,167.96750000000003,202.0858333333333,168.8733333333333,132.295,322.37166666666667,154.63833333333338,182.4558333333333,130.26416666666668,253.45333333333335,137.23916666666668,164.58583333333334,124.735,121.94666666666666,138.26333333333335,134.65833333333333,157.53250000000003,157.60250000000005,176.9391666666667,160.76250000000005,105.77083333333331,140.11833333333334,134.24,130.96083333333334,183.88666666666663,136.70166666666668,214.86166666666668,138.13833333333335,146.78916666666666,156.1475,145.86333333333334,155.275,164.49666666666667,113.59916666666668,148.76416666666663,192.305,157.64083333333338,161.3225,138.3375,161.87416666666667,147.9725,175.29083333333335,166.50916666666666,178.22916666666663,165.66333333333333,188.20666666666668,131.15,143.8766666666666,185.90583333333333,164.39499999999995
42,2017-01-01,177.89166666666665,135.6275,141.92166666666662,181.54666666666665,217.9,185.14416666666668,135.94083333333336,339.1591666666667,158.68749999999997,199.4933333333333,139.53333333333333,266.81500000000005,142.8741666666666,180.20916666666668,130.1825,128.67749999999998,145.05833333333337,142.5525,162.61916666666667,168.3675,185.2158333333333,170.585,114.21833333333336,149.12916666666666,141.3,134.37500000000003,194.86333333333332,145.95416666666668,217.78,147.23583333333332,156.43500000000003,162.45,152.2408333333333,171.22416666666666,173.99416666666667,120.16583333333335,154.35333333333332,209.135,164.41833333333332,172.03666666666663,146.825,169.1325,159.35833333333332,187.74166666666667,181.625,185.27916666666667,172.79833333333332,212.04,138.6025,146.15166666666667,190.09583333333333,175.72000000000003
43,2018-01-01,179.89583333333337,143.23333333333332,147.80083333333332,196.405,233.45666666666668,200.57416666666663,139.2625,361.05083333333334,166.5358333333334,214.64583333333331,152.145,277.6066666666666,149.1016666666667,202.93666666666664,134.25500000000002,138.25749999999996,152.17083333333332,149.98583333333332,165.82,178.3733333333333,192.2283333333333,180.8025,122.63916666666664,158.02416666666667,149.86249999999995,139.3625,208.2425,156.23416666666668,220.66666666666663,155.89333333333337,165.84583333333333,169.30416666666667,158.79083333333332,195.5725,183.9608333333333,127.54166666666669,159.855,222.4008333333333,172.64166666666665,184.28916666666663,157.05749999999995,178.13749999999996,170.58916666666667,198.55416666666667,200.58333333333331,192.75333333333333,181.24666666666667,233.49,147.65833333333333,150.3475,197.2125,187.12833333333333
